Suburb,Price,Method,Date,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Avondale Heights,695000,S,23/04/2016,Moonee Valley,-37.771,144.8586,Western Metropolitan,4502
Avondale Heights,522500,S,24/09/2016,Moonee Valley,-37.756,144.8641,Western Metropolitan,4502
Avondale Heights,680000,PI,24/09/2016,Moonee Valley,-37.7649,144.8633,Western Metropolitan,4502
Avondale Heights,500000,S,24/09/2016,Moonee Valley,-37.7507,144.8576,Western Metropolitan,4502
Avondale Heights,550000,SP,24/09/2016,Moonee Valley,-37.7592,144.8681,Western Metropolitan,4502
Avondale Heights,730000,S,25/02/2017,Moonee Valley,-37.766,144.8596,Western Metropolitan,4502
Avondale Heights,875000,S,25/02/2017,Moonee Valley,-37.765,144.8578,Western Metropolitan,4502
Avondale Heights,850000,SP,25/02/2017,Moonee Valley,-37.751,144.8571,Western Metropolitan,4502
Avondale Heights,635000,SP,26/07/2016,Moonee Valley,-37.7568,144.8572,Western Metropolitan,4502
Avondale Heights,762000,S,26/07/2016,Moonee Valley,-37.7573,144.8534,Western Metropolitan,4502
Avondale Heights,411000,PI,27/11/2016,Moonee Valley,-37.7608,144.863,Western Metropolitan,4502
Avondale Heights,790000,S,27/11/2016,Moonee Valley,-37.7513,144.859,Western Metropolitan,4502
Avondale Heights,605000,S,27/11/2016,Moonee Valley,-37.7563,144.8601,Western Metropolitan,4502
Avondale Heights,805000,S,27/11/2016,Moonee Valley,-37.7607,144.8581,Western Metropolitan,4502
Avondale Heights,890000,S,27/11/2016,Moonee Valley,-37.757,144.8566,Western Metropolitan,4502
Avondale Heights,795000,S,28/05/2016,Moonee Valley,-37.7644,144.8575,Western Metropolitan,4502
Avondale Heights,634000,S,28/05/2016,Moonee Valley,-37.7584,144.8568,Western Metropolitan,4502
Avondale Heights,642000,SP,28/08/2016,Moonee Valley,-37.7567,144.8572,Western Metropolitan,4502
Avondale Heights,863000,S,28/08/2016,Moonee Valley,-37.7546,144.8585,Western Metropolitan,4502
Avondale Heights,740000,SP,28/08/2016,Moonee Valley,-37.7546,144.857,Western Metropolitan,4502
Avondale Heights,765000,S,6/05/2017,Moonee Valley,-37.7593,144.8561,Western Metropolitan,4502
Avondale Heights,881000,S,8/04/2017,Moonee Valley,-37.7532,144.8548,Western Metropolitan,4502
Avondale Heights,850000,SP,8/04/2017,Moonee Valley,-37.7678,144.8568,Western Metropolitan,4502
Avondale Heights,1300000,SP,20/05/2017,Moonee Valley,-37.7522,144.8659,Western Metropolitan,4502
Avondale Heights,1250000,SP,22/04/2017,Moonee Valley,-37.7565,144.8652,Western Metropolitan,4502
Avondale Heights,760000,SP,22/04/2017,Moonee Valley,-37.7574,144.8574,Western Metropolitan,4502
Avondale Heights,1600000,VB,29/04/2017,Moonee Valley,-37.7619,144.866,Western Metropolitan,4502
Avondale Heights,622000,S,1/07/2017,Moonee Valley,-37.76215,144.85986,Western Metropolitan,4502
Avondale Heights,825000,SP,1/07/2017,Moonee Valley,-37.76616,144.8575,Western Metropolitan,4502
Avondale Heights,1000000,SP,3/06/2017,Moonee Valley,-37.77222,144.85412,Western Metropolitan,4502
Avondale Heights,945000,S,3/06/2017,Moonee Valley,-37.76848,144.86294,Western Metropolitan,4502
Avondale Heights,1085000,S,17/06/2017,Moonee Valley,-37.76654,144.86469,Western Metropolitan,4502
Avondale Heights,750000,SP,17/06/2017,Moonee Valley,-37.75986,144.85886,Western Metropolitan,4502
Avondale Heights,773000,S,24/06/2017,Moonee Valley,-37.75861,144.86687,Western Metropolitan,4502
Avondale Heights,835000,SP,27/05/2017,Moonee Valley,-37.76272,144.85569,Western Metropolitan,4502
Avondale Heights,820000,S,8/07/2017,Moonee Valley,-37.77178,144.85397,Western Metropolitan,4502
Avondale Heights,680000,VB,8/07/2017,Moonee Valley,-37.75718,144.85357,Western Metropolitan,4502
Avondale Heights,720000,PI,8/07/2017,Moonee Valley,-37.76063,144.8603,Western Metropolitan,4502
Avondale Heights,1107500,S,8/07/2017,Moonee Valley,-37.75962,144.86675,Western Metropolitan,4502
Avondale Heights,934000,S,15/07/2017,Moonee Valley,-37.76421,144.85594,Western Metropolitan,4502
Avondale Heights,665000,PI,22/07/2017,Moonee Valley,-37.76518,144.85621,Western Metropolitan,4502
Avondale Heights,750000,PI,22/07/2017,Moonee Valley,-37.7528,144.85585,Western Metropolitan,4502
Avondale Heights,800000,VB,22/07/2017,Moonee Valley,-37.75261,144.85631,Western Metropolitan,4502
Avondale Heights,470000,S,16/09/2017,Moonee Valley,-37.77091,144.86571,Western Metropolitan,4502
Bacchus Marsh,285000,S,8/07/2017,Moorabool,-37.67344,144.43181,Western Victoria,2871
Balaclava,1819000,S,3/09/2016,Port Phillip,-37.8668,144.9928,Southern Metropolitan,2952
Balaclava,410000,PI,3/12/2016,Port Phillip,-37.8731,144.9958,Southern Metropolitan,2952
Balaclava,280000,VB,7/05/2016,Port Phillip,-37.8733,144.997,Southern Metropolitan,2952
Balaclava,1015000,S,7/11/2016,Port Phillip,-37.8723,144.9961,Southern Metropolitan,2952
Balaclava,502500,S,15/10/2016,Port Phillip,-37.8725,144.9952,Southern Metropolitan,2952
Balaclava,520000,S,15/10/2016,Port Phillip,-37.8742,144.9972,Southern Metropolitan,2952
Balaclava,442000,SP,17/09/2016,Port Phillip,-37.8726,144.9962,Southern Metropolitan,2952
Balaclava,1193000,S,18/06/2016,Port Phillip,-37.8663,144.9948,Southern Metropolitan,2952
Balaclava,416000,S,18/06/2016,Port Phillip,-37.8678,144.9966,Southern Metropolitan,2952
Balaclava,820000,S,19/11/2016,Port Phillip,-37.8691,144.9974,Southern Metropolitan,2952
Balaclava,474000,S,22/05/2016,Port Phillip,-37.8667,144.9917,Southern Metropolitan,2952
Balaclava,981000,S,25/02/2017,Port Phillip,-37.874,144.9933,Southern Metropolitan,2952
Balaclava,1690000,S,25/02/2017,Port Phillip,-37.872,144.9909,Southern Metropolitan,2952
Balaclava,540000,VB,27/06/2016,Port Phillip,-37.8727,144.9969,Southern Metropolitan,2952
Balaclava,1080000,S,27/06/2016,Port Phillip,-37.8696,144.9925,Southern Metropolitan,2952
Balaclava,500000,SP,27/11/2016,Port Phillip,-37.873,144.9907,Southern Metropolitan,2952
Balaclava,497500,PI,28/08/2016,Port Phillip,-37.8739,144.9929,Southern Metropolitan,2952
Balaclava,450000,SP,13/05/2017,Port Phillip,-37.8656,144.9919,Southern Metropolitan,2952
Balaclava,490000,VB,29/04/2017,Port Phillip,-37.8757,144.998,Southern Metropolitan,2952
Balaclava,440000,S,29/04/2017,Port Phillip,-37.8686,144.9969,Southern Metropolitan,2952
Balaclava,290000,S,3/06/2017,Port Phillip,-37.86752,144.99668,Southern Metropolitan,2952
Balaclava,1475000,S,24/06/2017,Port Phillip,-37.86997,144.9908,Southern Metropolitan,2952
Balaclava,328500,S,8/07/2017,Port Phillip,-37.86874,144.998,Southern Metropolitan,2952
Balaclava,700000,SP,12/08/2017,Port Phillip,-37.87149,144.99746,Southern Metropolitan,2952
Balaclava,585000,PI,15/07/2017,Port Phillip,-37.87149,144.99746,Southern Metropolitan,2952
Balaclava,600000,VB,3/09/2017,Port Phillip,-37.87078,144.99898,Southern Metropolitan,2952
Balaclava,1680000,S,26/08/2017,Port Phillip,-37.87202,144.99123,Southern Metropolitan,2952
Balwyn,2100000,S,3/09/2016,Boroondara,-37.8094,145.0807,Southern Metropolitan,5682
Balwyn,1800000,VB,3/09/2016,Boroondara,-37.811,145.0958,Southern Metropolitan,5682
Balwyn,1255000,S,3/09/2016,Boroondara,-37.8128,145.0975,Southern Metropolitan,5682
Balwyn,1070000,SA,3/12/2016,Boroondara,-37.8161,145.0812,Southern Metropolitan,5682
Balwyn,2570000,PI,3/12/2016,Boroondara,-37.8028,145.0768,Southern Metropolitan,5682
Balwyn,2400000,VB,3/12/2016,Boroondara,-37.8147,145.0748,Southern Metropolitan,5682
Balwyn,2200000,S,3/12/2016,Boroondara,-37.8085,145.0764,Southern Metropolitan,5682
Balwyn,3250000,PI,3/12/2016,Boroondara,-37.8071,145.0908,Southern Metropolitan,5682
Balwyn,806000,S,3/12/2016,Boroondara,-37.8124,145.0916,Southern Metropolitan,5682
Balwyn,4000000,VB,3/12/2016,Boroondara,-37.8051,145.1016,Southern Metropolitan,5682
Balwyn,1215000,S,3/12/2016,Boroondara,-37.8134,145.0972,Southern Metropolitan,5682
Balwyn,2250000,PI,3/12/2016,Boroondara,-37.8061,145.0801,Southern Metropolitan,5682
Balwyn,812000,S,4/03/2017,Boroondara,-37.8092,145.0778,Southern Metropolitan,5682
Balwyn,1140000,S,4/06/2016,Boroondara,-37.8162,145.0771,Southern Metropolitan,5682
Balwyn,2330000,S,4/06/2016,Boroondara,-37.807,145.0635,Southern Metropolitan,5682
Balwyn,2800000,VB,4/06/2016,Boroondara,-37.8048,145.0708,Southern Metropolitan,5682
Balwyn,605000,S,4/06/2016,Boroondara,-37.8152,145.0843,Southern Metropolitan,5682
Balwyn,1255000,PI,4/06/2016,Boroondara,-37.8056,145.0788,Southern Metropolitan,5682
Balwyn,1850000,VB,6/08/2016,Boroondara,-37.8074,145.0826,Southern Metropolitan,5682
Balwyn,805000,S,6/08/2016,Boroondara,-37.8125,145.0901,Southern Metropolitan,5682
Balwyn,700000,VB,7/05/2016,Boroondara,-37.8065,145.065,Southern Metropolitan,5682
Balwyn,2130000,PI,7/05/2016,Boroondara,-37.8055,145.0699,Southern Metropolitan,5682
Balwyn,500000,S,7/05/2016,Boroondara,-37.8162,145.0841,Southern Metropolitan,5682
Balwyn,2125000,SP,7/05/2016,Boroondara,-37.814,145.0966,Southern Metropolitan,5682
Balwyn,1800000,PI,8/10/2016,Boroondara,-37.8032,145.0693,Southern Metropolitan,5682
Balwyn,635000,S,8/10/2016,Boroondara,-37.8116,145.0724,Southern Metropolitan,5682
Balwyn,526000,S,10/09/2016,Boroondara,-37.8144,145.0993,Southern Metropolitan,5682
Balwyn,390000,VB,10/09/2016,Boroondara,-37.8125,145.0775,Southern Metropolitan,5682
Balwyn,905000,S,10/12/2016,Boroondara,-37.8013,145.0652,Southern Metropolitan,5682
Balwyn,1750000,PI,10/12/2016,Boroondara,-37.8044,145.1006,Southern Metropolitan,5682
Balwyn,760000,S,10/12/2016,Boroondara,-37.8112,145.0881,Southern Metropolitan,5682
Balwyn,3180000,S,10/12/2016,Boroondara,-37.8088,145.0991,Southern Metropolitan,5682
Balwyn,1367000,S,10/12/2016,Boroondara,-37.8125,145.0849,Southern Metropolitan,5682
Balwyn,3600000,SP,10/12/2016,Boroondara,-37.8063,145.0705,Southern Metropolitan,5682
Balwyn,2550000,S,10/12/2016,Boroondara,-37.8096,145.0735,Southern Metropolitan,5682
Balwyn,1400000,PI,12/11/2016,Boroondara,-37.8042,145.1042,Southern Metropolitan,5682
Balwyn,3270000,S,12/11/2016,Boroondara,-37.8157,145.0795,Southern Metropolitan,5682
Balwyn,625000,PI,13/08/2016,Boroondara,-37.8122,145.0879,Southern Metropolitan,5682
Balwyn,700000,VB,13/08/2016,Boroondara,-37.8061,145.0878,Southern Metropolitan,5682
Balwyn,1860000,S,14/05/2016,Boroondara,-37.8117,145.0775,Southern Metropolitan,5682
Balwyn,2730000,S,15/10/2016,Boroondara,-37.8068,145.0786,Southern Metropolitan,5682
Balwyn,2020000,S,16/04/2016,Boroondara,-37.8116,145.0789,Southern Metropolitan,5682
Balwyn,460000,VB,16/04/2016,Boroondara,-37.8152,145.0839,Southern Metropolitan,5682
Balwyn,2250000,SA,16/07/2016,Boroondara,-37.8068,145.0827,Southern Metropolitan,5682
Balwyn,1053000,S,16/07/2016,Boroondara,-37.8123,145.0821,Southern Metropolitan,5682
Balwyn,1800000,VB,16/07/2016,Boroondara,-37.8161,145.0772,Southern Metropolitan,5682
Balwyn,1472000,S,16/07/2016,Boroondara,-37.8106,145.0848,Southern Metropolitan,5682
Balwyn,2120000,S,17/09/2016,Boroondara,-37.8036,145.0715,Southern Metropolitan,5682
Balwyn,1910000,S,17/09/2016,Boroondara,-37.8044,145.0853,Southern Metropolitan,5682
Balwyn,754000,PI,18/03/2017,Boroondara,-37.8134,145.081,Southern Metropolitan,5682
Balwyn,3000000,VB,18/06/2016,Boroondara,-37.8025,145.0665,Southern Metropolitan,5682
Balwyn,3400000,VB,18/06/2016,Boroondara,-37.8039,145.0714,Southern Metropolitan,5682
Balwyn,2188000,S,19/11/2016,Boroondara,-37.8149,145.0747,Southern Metropolitan,5682
Balwyn,755000,PI,19/11/2016,Boroondara,-37.8092,145.0789,Southern Metropolitan,5682
Balwyn,2900000,VB,22/05/2016,Boroondara,-37.815,145.076,Southern Metropolitan,5682
Balwyn,3290000,S,22/05/2016,Boroondara,-37.8135,145.0995,Southern Metropolitan,5682
Balwyn,2665000,S,22/08/2016,Boroondara,-37.8095,145.0782,Southern Metropolitan,5682
Balwyn,1801000,S,22/08/2016,Boroondara,-37.8027,145.0694,Southern Metropolitan,5682
Balwyn,2410000,S,24/09/2016,Boroondara,-37.8056,145.071,Southern Metropolitan,5682
Balwyn,650000,S,24/09/2016,Boroondara,-37.8147,145.084,Southern Metropolitan,5682
Balwyn,2275000,VB,25/02/2017,Boroondara,-37.8054,145.0771,Southern Metropolitan,5682
Balwyn,2810000,PI,25/02/2017,Boroondara,-37.8131,145.1,Southern Metropolitan,5682
Balwyn,1385000,S,25/02/2017,Boroondara,-37.8164,145.0846,Southern Metropolitan,5682
Balwyn,2000000,PI,27/06/2016,Boroondara,-37.8039,145.0631,Southern Metropolitan,5682
Balwyn,1900000,S,27/11/2016,Boroondara,-37.8057,145.0825,Southern Metropolitan,5682
Balwyn,3401000,S,27/11/2016,Boroondara,-37.8161,145.0748,Southern Metropolitan,5682
Balwyn,1750000,VB,27/11/2016,Boroondara,-37.8056,145.0688,Southern Metropolitan,5682
Balwyn,4000000,VB,27/11/2016,Boroondara,-37.8058,145.0882,Southern Metropolitan,5682
Balwyn,1100000,S,28/05/2016,Boroondara,-37.8161,145.0809,Southern Metropolitan,5682
Balwyn,3020000,PI,28/05/2016,Boroondara,-37.8028,145.0768,Southern Metropolitan,5682
Balwyn,2950000,S,28/05/2016,Boroondara,-37.8167,145.0797,Southern Metropolitan,5682
Balwyn,2450000,S,28/05/2016,Boroondara,-37.8058,145.0627,Southern Metropolitan,5682
Balwyn,1912000,S,28/05/2016,Boroondara,-37.8037,145.0636,Southern Metropolitan,5682
Balwyn,730000,S,28/08/2016,Boroondara,-37.812,145.0876,Southern Metropolitan,5682
Balwyn,3900000,PI,28/08/2016,Boroondara,-37.8049,145.0748,Southern Metropolitan,5682
Balwyn,1500000,SP,28/08/2016,Boroondara,-37.8075,145.1011,Southern Metropolitan,5682
Balwyn,1850000,S,28/08/2016,Boroondara,-37.8058,145.0781,Southern Metropolitan,5682
Balwyn,1700000,VB,30/07/2016,Boroondara,-37.8099,145.0792,Southern Metropolitan,5682
Balwyn,1010000,PI,30/07/2016,Boroondara,-37.8092,145.1016,Southern Metropolitan,5682
Balwyn,1380000,S,8/04/2017,Boroondara,-37.8021,145.0637,Southern Metropolitan,5682
Balwyn,825000,PI,20/05/2017,Boroondara,-37.8078,145.1031,Southern Metropolitan,5682
Balwyn,1670000,PI,22/04/2017,Boroondara,-37.8114,145.0793,Southern Metropolitan,5682
Balwyn,1680000,S,22/04/2017,Boroondara,-37.8101,145.0844,Southern Metropolitan,5682
Balwyn,1475000,PI,1/07/2017,Boroondara,-37.80156,145.06715,Southern Metropolitan,5682
Balwyn,1810000,S,3/06/2017,Boroondara,-37.80511,145.08972,Southern Metropolitan,5682
Balwyn,2380000,S,17/06/2017,Boroondara,-37.80648,145.08274,Southern Metropolitan,5682
Balwyn,2100000,PI,17/06/2017,Boroondara,-37.80292,145.06424,Southern Metropolitan,5682
Balwyn,3050000,PI,17/06/2017,Boroondara,-37.81167,145.08595,Southern Metropolitan,5682
Balwyn,2180000,PI,24/06/2017,Boroondara,-37.81369,145.09486,Southern Metropolitan,5682
Balwyn,460000,PI,27/05/2017,Boroondara,-37.81172,145.08175,Southern Metropolitan,5682
Balwyn,725000,VB,27/05/2017,Boroondara,-37.80626,145.08776,Southern Metropolitan,5682
Balwyn,602000,S,27/05/2017,Boroondara,-37.81623,145.0841,Southern Metropolitan,5682
Balwyn,830000,S,27/05/2017,Boroondara,-37.81192,145.07506,Southern Metropolitan,5682
Balwyn,614000,S,12/08/2017,Boroondara,-37.81303,145.07468,Southern Metropolitan,5682
Balwyn,2360000,S,12/08/2017,Boroondara,-37.81462,145.08776,Southern Metropolitan,5682
Balwyn,1750000,SP,12/08/2017,Boroondara,-37.81363,145.09942,Southern Metropolitan,5682
Balwyn,2330000,S,15/07/2017,Boroondara,-37.8079,145.09162,Southern Metropolitan,5682
Balwyn,800000,S,22/07/2017,Boroondara,-37.81675,145.07716,Southern Metropolitan,5682
Balwyn,2400000,VB,22/07/2017,Boroondara,-37.81161,145.07622,Southern Metropolitan,5682
Balwyn,3812000,S,29/07/2017,Boroondara,-37.806,145.09511,Southern Metropolitan,5682
Balwyn,1450000,VB,29/07/2017,Boroondara,-37.80345,145.07969,Southern Metropolitan,5682
Balwyn,2750000,VB,9/09/2017,Boroondara,-37.80563,145.10304,Southern Metropolitan,5682
Balwyn,2730000,S,16/09/2017,Boroondara,-37.80576,145.06979,Southern Metropolitan,5682
Balwyn,2115000,S,19/08/2017,Boroondara,-37.80455,145.06478,Southern Metropolitan,5682
Balwyn,2562000,S,19/08/2017,Boroondara,-37.81016,145.07341,Southern Metropolitan,5682
Balwyn,2100000,PI,19/08/2017,Boroondara,-37.80708,145.09699,Southern Metropolitan,5682
Balwyn,2580000,PI,23/09/2017,Boroondara,-37.80199,145.06486,Southern Metropolitan,5682
Balwyn North,1315000,S,3/09/2016,Boroondara,-37.7966,145.1021,Southern Metropolitan,7809
Balwyn North,1500000,PI,3/09/2016,Boroondara,-37.7939,145.0789,Southern Metropolitan,7809
Balwyn North,3230000,S,3/09/2016,Boroondara,-37.8014,145.0892,Southern Metropolitan,7809
Balwyn North,1080000,S,3/09/2016,Boroondara,-37.7912,145.085,Southern Metropolitan,7809
Balwyn North,1350000,PI,3/12/2016,Boroondara,-37.7923,145.1029,Southern Metropolitan,7809
Balwyn North,1905000,S,3/12/2016,Boroondara,-37.7917,145.0868,Southern Metropolitan,7809
Balwyn North,3300000,PI,3/12/2016,Boroondara,-37.7907,145.0907,Southern Metropolitan,7809
Balwyn North,1900000,VB,3/12/2016,Boroondara,-37.7988,145.0726,Southern Metropolitan,7809
Balwyn North,2251000,S,3/12/2016,Boroondara,-37.8002,145.0949,Southern Metropolitan,7809
Balwyn North,2205000,PI,3/12/2016,Boroondara,-37.7906,145.0788,Southern Metropolitan,7809
Balwyn North,1265000,S,3/12/2016,Boroondara,-37.7947,145.1035,Southern Metropolitan,7809
Balwyn North,2000000,S,4/03/2017,Boroondara,-37.7938,145.0732,Southern Metropolitan,7809
Balwyn North,1750000,S,4/03/2017,Boroondara,-37.7856,145.0918,Southern Metropolitan,7809
Balwyn North,1450000,VB,4/03/2017,Boroondara,-37.7862,145.0781,Southern Metropolitan,7809
Balwyn North,2614000,S,4/03/2017,Boroondara,-37.7959,145.0787,Southern Metropolitan,7809
Balwyn North,1825000,S,4/03/2017,Boroondara,-37.7944,145.1028,Southern Metropolitan,7809
Balwyn North,2550000,S,4/03/2017,Boroondara,-37.7954,145.0838,Southern Metropolitan,7809
Balwyn North,1570000,SP,4/06/2016,Boroondara,-37.7863,145.0905,Southern Metropolitan,7809
Balwyn North,3250000,PI,6/08/2016,Boroondara,-37.804,145.0951,Southern Metropolitan,7809
Balwyn North,1750000,PI,6/08/2016,Boroondara,-37.7898,145.079,Southern Metropolitan,7809
Balwyn North,1150000,S,6/08/2016,Boroondara,-37.7893,145.092,Southern Metropolitan,7809
Balwyn North,1575000,PI,6/08/2016,Boroondara,-37.7851,145.0957,Southern Metropolitan,7809
Balwyn North,1505000,S,7/05/2016,Boroondara,-37.8021,145.0985,Southern Metropolitan,7809
Balwyn North,1572000,S,7/05/2016,Boroondara,-37.798,145.1007,Southern Metropolitan,7809
Balwyn North,1500000,VB,7/05/2016,Boroondara,-37.784,145.0878,Southern Metropolitan,7809
Balwyn North,1400000,S,7/05/2016,Boroondara,-37.7982,145.0688,Southern Metropolitan,7809
Balwyn North,1750000,VB,7/11/2016,Boroondara,-37.7851,145.0775,Southern Metropolitan,7809
Balwyn North,1850000,VB,7/11/2016,Boroondara,-37.8025,145.0843,Southern Metropolitan,7809
Balwyn North,1480000,PI,7/11/2016,Boroondara,-37.7977,145.1037,Southern Metropolitan,7809
Balwyn North,1400000,PI,8/10/2016,Boroondara,-37.8007,145.1002,Southern Metropolitan,7809
Balwyn North,2130000,PI,8/10/2016,Boroondara,-37.7822,145.0907,Southern Metropolitan,7809
Balwyn North,1050000,S,8/10/2016,Boroondara,-37.7933,145.0672,Southern Metropolitan,7809
Balwyn North,3690000,S,8/10/2016,Boroondara,-37.802,145.0797,Southern Metropolitan,7809
Balwyn North,1740000,VB,10/09/2016,Boroondara,-37.7843,145.0891,Southern Metropolitan,7809
Balwyn North,2575000,PI,10/09/2016,Boroondara,-37.7981,145.0904,Southern Metropolitan,7809
Balwyn North,1388800,S,10/09/2016,Boroondara,-37.783,145.0926,Southern Metropolitan,7809
Balwyn North,1702000,PI,10/12/2016,Boroondara,-37.7943,145.083,Southern Metropolitan,7809
Balwyn North,1800000,VB,10/12/2016,Boroondara,-37.7841,145.0953,Southern Metropolitan,7809
Balwyn North,2910000,S,10/12/2016,Boroondara,-37.7975,145.0716,Southern Metropolitan,7809
Balwyn North,1400000,S,10/12/2016,Boroondara,-37.7941,145.1042,Southern Metropolitan,7809
Balwyn North,860000,S,10/12/2016,Boroondara,-37.8008,145.104,Southern Metropolitan,7809
Balwyn North,1670000,SP,11/03/2017,Boroondara,-37.7871,145.0843,Southern Metropolitan,7809
Balwyn North,1500000,S,12/06/2016,Boroondara,-37.8023,145.0976,Southern Metropolitan,7809
Balwyn North,2200000,VB,12/06/2016,Boroondara,-37.7868,145.0677,Southern Metropolitan,7809
Balwyn North,1350000,VB,12/11/2016,Boroondara,-37.794,145.1019,Southern Metropolitan,7809
Balwyn North,2070000,SP,12/11/2016,Boroondara,-37.7928,145.1006,Southern Metropolitan,7809
Balwyn North,1300000,S,12/11/2016,Boroondara,-37.7945,145.0667,Southern Metropolitan,7809
Balwyn North,1700000,VB,13/08/2016,Boroondara,-37.7935,145.0865,Southern Metropolitan,7809
Balwyn North,1750000,VB,13/08/2016,Boroondara,-37.7971,145.0672,Southern Metropolitan,7809
Balwyn North,980000,SP,14/05/2016,Boroondara,-37.7832,145.0779,Southern Metropolitan,7809
Balwyn North,1230000,S,14/05/2016,Boroondara,-37.7949,145.1014,Southern Metropolitan,7809
Balwyn North,2600000,PI,14/05/2016,Boroondara,-37.7898,145.0967,Southern Metropolitan,7809
Balwyn North,1950000,S,14/05/2016,Boroondara,-37.7889,145.0904,Southern Metropolitan,7809
Balwyn North,1750000,PI,15/10/2016,Boroondara,-37.7907,145.0916,Southern Metropolitan,7809
Balwyn North,2000000,S,15/10/2016,Boroondara,-37.796,145.0984,Southern Metropolitan,7809
Balwyn North,1480000,PI,15/10/2016,Boroondara,-37.7951,145.0696,Southern Metropolitan,7809
Balwyn North,3000000,PI,15/10/2016,Boroondara,-37.7964,145.086,Southern Metropolitan,7809
Balwyn North,1818000,S,15/10/2016,Boroondara,-37.7956,145.0829,Southern Metropolitan,7809
Balwyn North,2170000,SP,16/04/2016,Boroondara,-37.7992,145.0907,Southern Metropolitan,7809
Balwyn North,2525000,PI,16/04/2016,Boroondara,-37.7988,145.089,Southern Metropolitan,7809
Balwyn North,3360000,S,16/04/2016,Boroondara,-37.797,145.086,Southern Metropolitan,7809
Balwyn North,1620000,S,16/07/2016,Boroondara,-37.7885,145.0854,Southern Metropolitan,7809
Balwyn North,1903000,S,16/07/2016,Boroondara,-37.7982,145.0816,Southern Metropolitan,7809
Balwyn North,1712000,S,17/09/2016,Boroondara,-37.7879,145.0929,Southern Metropolitan,7809
Balwyn North,1720000,PI,18/03/2017,Boroondara,-37.8002,145.0999,Southern Metropolitan,7809
Balwyn North,1670000,S,18/03/2017,Boroondara,-37.7908,145.101,Southern Metropolitan,7809
Balwyn North,1350000,SP,18/03/2017,Boroondara,-37.7945,145.067,Southern Metropolitan,7809
Balwyn North,1675000,S,18/03/2017,Boroondara,-37.7835,145.0883,Southern Metropolitan,7809
Balwyn North,1680000,S,18/03/2017,Boroondara,-37.7987,145.0788,Southern Metropolitan,7809
Balwyn North,1800000,PI,18/06/2016,Boroondara,-37.7976,145.0684,Southern Metropolitan,7809
Balwyn North,1550000,S,18/06/2016,Boroondara,-37.8005,145.0986,Southern Metropolitan,7809
Balwyn North,4000000,PI,18/06/2016,Boroondara,-37.7961,145.0859,Southern Metropolitan,7809
Balwyn North,2900000,S,18/06/2016,Boroondara,-37.7968,145.0873,Southern Metropolitan,7809
Balwyn North,2205000,S,19/11/2016,Boroondara,-37.7982,145.0903,Southern Metropolitan,7809
Balwyn North,1137000,S,19/11/2016,Boroondara,-37.7955,145.0694,Southern Metropolitan,7809
Balwyn North,2100000,VB,19/11/2016,Boroondara,-37.796,145.0696,Southern Metropolitan,7809
Balwyn North,1389000,S,22/05/2016,Boroondara,-37.7867,145.0718,Southern Metropolitan,7809
Balwyn North,685000,SP,22/05/2016,Boroondara,-37.7935,145.0679,Southern Metropolitan,7809
Balwyn North,1900000,VB,22/05/2016,Boroondara,-37.8022,145.0775,Southern Metropolitan,7809
Balwyn North,1335000,S,22/05/2016,Boroondara,-37.7846,145.0935,Southern Metropolitan,7809
Balwyn North,1600000,VB,22/08/2016,Boroondara,-37.7867,145.0797,Southern Metropolitan,7809
Balwyn North,1830000,S,22/08/2016,Boroondara,-37.7938,145.0675,Southern Metropolitan,7809
Balwyn North,1900000,VB,22/08/2016,Boroondara,-37.7841,145.0953,Southern Metropolitan,7809
Balwyn North,1500000,VB,23/04/2016,Boroondara,-37.7832,145.0796,Southern Metropolitan,7809
Balwyn North,735000,S,23/04/2016,Boroondara,-37.7953,145.0712,Southern Metropolitan,7809
Balwyn North,1040000,S,24/09/2016,Boroondara,-37.7996,145.0959,Southern Metropolitan,7809
Balwyn North,1520000,S,25/02/2017,Boroondara,-37.7882,145.0882,Southern Metropolitan,7809
Balwyn North,1250000,VB,25/02/2017,Boroondara,-37.7997,145.0993,Southern Metropolitan,7809
Balwyn North,1900000,S,25/02/2017,Boroondara,-37.7842,145.0921,Southern Metropolitan,7809
Balwyn North,1875000,PI,27/06/2016,Boroondara,-37.7854,145.0869,Southern Metropolitan,7809
Balwyn North,1530000,PI,27/06/2016,Boroondara,-37.7839,145.0954,Southern Metropolitan,7809
Balwyn North,1700000,VB,27/06/2016,Boroondara,-37.786,145.0886,Southern Metropolitan,7809
Balwyn North,1238000,S,27/11/2016,Boroondara,-37.8028,145.0828,Southern Metropolitan,7809
Balwyn North,1320000,S,27/11/2016,Boroondara,-37.7982,145.0839,Southern Metropolitan,7809
Balwyn North,560000,S,27/11/2016,Boroondara,-37.7961,145.0808,Southern Metropolitan,7809
Balwyn North,1651000,S,27/11/2016,Boroondara,-37.7895,145.0985,Southern Metropolitan,7809
Balwyn North,1920000,S,27/11/2016,Boroondara,-37.7868,145.0677,Southern Metropolitan,7809
Balwyn North,1560000,S,27/11/2016,Boroondara,-37.7898,145.1021,Southern Metropolitan,7809
Balwyn North,1550000,VB,28/05/2016,Boroondara,-37.7923,145.1029,Southern Metropolitan,7809
Balwyn North,1038000,S,28/05/2016,Boroondara,-37.7893,145.092,Southern Metropolitan,7809
